Date,Product,DayOfWeek,UnitsSold,UnitPrice,Revenue,MarketingSpend,CompetitorPriceIndex,WebSearchInterest,IsPromo,IsHoliday
2023-05-27,EcoFit Smart Bottle,Saturday,248.0,250.0,62000.0,4438.26,107.2,69.9,0,0
2023-05-28,EcoFit Smart Bottle,Sunday,258.0,250.0,64500.0,4010.72,107.1,74.5,0,0
2023-05-29,EcoFit Smart Bottle,Monday,246.0,250.0,61500.0,2205.92,107.3,66.3,0,0
2023-05-30,EcoFit Smart Bottle,Tuesday,227.0,250.0,56750.0,3114.59,106.7,72.5,0,0
2023-05-31,EcoFit Smart Bottle,Wednesday,240.0,250.0,60000.0,5633.06,106.7,67.1,0,0
2023-06-01,EcoFit Smart Bottle,Thursday,232.0,250.0,58000.0,2958.25,107.7,67.1,0,0
2023-06-02,EcoFit Smart Bottle,Friday,242.0,250.0,60500.0,2579.58,108.0,60.1,0,0
2023-06-03,EcoFit Smart Bottle,Saturday,253.0,250.0,63250.0,3957.81,108.1,68.9,0,0
2023-06-04,EcoFit Smart Bottle,Sunday,259.0,250.0,64750.0,5942.6,108.1,71.8,0,0
2023-06-05,EcoFit Smart Bottle,Monday,250.0,250.0,62500.0,2968.22,107.4,65.6,0,0
2023-06-06,EcoFit Smart Bottle,Tuesday,243.0,250.0,60750.0,4688.54,107.3,69.1,0,0
2023-06-07,EcoFit Smart Bottle,Wednesday,269.0,250.0,67250.0,5046.48,106.4,74.2,1,0
2023-06-08,EcoFit Smart Bottle,Thursday,286.0,250.0,71500.0,2950.55,107.0,58.3,1,0
2023-06-09,EcoFit Smart Bottle,Friday,256.0,250.0,64000.0,4912.87,105.7,65.7,0,0
2023-06-10,EcoFit Smart Bottle,Saturday,284.0,250.0,71000.0,3471.13,106.2,67.1,0,0
2023-06-11,EcoFit Smart Bottle,Sunday,257.0,250.0,64250.0,4529.22,106.8,63.5,0,0
2023-06-12,EcoFit Smart Bottle,Monday,249.0,250.0,62250.0,4534.12,107.6,69.6,0,0
2023-06-13,EcoFit Smart Bottle,Tuesday,226.0,250.0,56500.0,4143.1,107.6,68.3,0,0
2023-06-14,EcoFit Smart Bottle,Wednesday,224.0,250.0,56000.0,2361.16,108.2,57.9,0,0
2023-06-15,EcoFit Smart Bottle,Thursday,242.0,250.0,60500.0,5341.21,108.1,63.6,0,0
2023-06-16,EcoFit Smart Bottle,Friday,255.0,250.0,63750.0,8819.54,107.3,64.6,0,0
2023-06-17,EcoFit Smart Bottle,Saturday,296.0,250.0,74000.0,2746.07,108.3,59.5,0,0
2023-06-18,EcoFit Smart Bottle,Sunday,277.0,250.0,69250.0,2163.1,108.2,64.4,1,0
2023-06-19,EcoFit Smart Bottle,Monday,233.0,250.0,58250.0,4363.57,107.4,69.5,0,0
2023-06-20,EcoFit Smart Bottle,Tuesday,254.0,250.0,63500.0,4710.26,107.1,70.3,0,0
2023-06-21,EcoFit Smart Bottle,Wednesday,248.0,250.0,62000.0,2066.35,106.8,60.1,0,0
2023-06-22,EcoFit Smart Bottle,Thursday,235.0,250.0,58750.0,4048.37,107.1,67.8,0,0
2023-06-23,EcoFit Smart Bottle,Friday,272.0,250.0,68000.0,2905.98,108.5,67.5,1,0
2023-06-24,EcoFit Smart Bottle,Saturday,250.0,250.0,62500.0,4580.69,108.8,62.5,0,0
2023-06-25,EcoFit Smart Bottle,Sunday,277.0,250.0,69250.0,2697.47,108.9,65.6,0,0
2023-06-26,EcoFit Smart Bottle,Monday,229.0,250.0,57250.0,4763.75,110.4,72.3,0,0
2023-06-27,EcoFit Smart Bottle,Tuesday,245.0,250.0,61250.0,3546.94,111.0,64.0,0,0
2023-06-28,EcoFit Smart Bottle,Wednesday,228.0,250.0,57000.0,5746.92,111.2,76.1,0,0
2023-06-29,EcoFit Smart Bottle,Thursday,240.0,250.0,60000.0,2550.08,110.9,62.0,0,0
2023-06-30,EcoFit Smart Bottle,Friday,261.0,260.0,67860.0,3364.27,111.1,61.6,0,0
2023-07-01,EcoFit Smart Bottle,Saturday,259.0,260.0,67340.0,2453.89,111.0,66.8,0,0
2023-07-02,EcoFit Smart Bottle,Sunday,262.0,260.0,68120.0,5698.77,111.1,80.5,0,0
2023-07-03,EcoFit Smart Bottle,Monday,249.0,260.0,64740.0,5509.36,111.9,70.3,0,0
2023-07-04,EcoFit Smart Bottle,Tuesday,236.0,260.0,61360.0,3031.77,111.5,68.0,0,0
2023-07-05,EcoFit Smart Bottle,Wednesday,242.0,260.0,62920.0,4639.94,111.9,65.4,0,0
2023-07-06,EcoFit Smart Bottle,Thursday,240.0,260.0,62400.0,5268.89,112.4,62.9,0,0
2023-07-07,EcoFit Smart Bottle,Friday,262.0,260.0,68120.0,4220.8,112.0,67.7,0,0
2023-07-08,EcoFit Smart Bottle,Saturday,265.0,260.0,68900.0,16149.15,111.5,92.3,0,0
2023-07-09,EcoFit Smart Bottle,Sunday,289.0,260.0,75140.0,2967.41,111.4,62.4,0,0
2023-07-10,EcoFit Smart Bottle,Monday,248.0,260.0,64480.0,2372.41,111.2,66.0,0,0
2023-07-11,EcoFit Smart Bottle,Tuesday,241.0,260.0,62660.0,5588.86,111.9,65.9,0,0
2023-07-12,EcoFit Smart Bottle,Wednesday,247.0,260.0,64220.0,5601.67,111.3,64.6,0,0
2023-07-13,EcoFit Smart Bottle,Thursday,245.0,260.0,63700.0,4532.41,111.3,72.2,0,0
2023-07-14,EcoFit Smart Bottle,Friday,259.0,260.0,67340.0,3356.12,112.8,69.7,0,0
2023-07-15,EcoFit Smart Bottle,Saturday,265.0,260.0,68900.0,3396.84,113.1,61.2,0,0
2023-07-16,EcoFit Smart Bottle,Sunday,258.0,260.0,67080.0,4903.82,113.4,75.8,0,0
2023-07-17,EcoFit Smart Bottle,Monday,231.0,260.0,60060.0,5588.44,114.1,67.0,0,0
2023-07-18,EcoFit Smart Bottle,Tuesday,247.0,260.0,64220.0,5548.35,113.8,68.7,0,0
2023-07-19,EcoFit Smart Bottle,Wednesday,250.0,260.0,65000.0,5119.5,113.2,66.8,0,0
2023-07-20,EcoFit Smart Bottle,Thursday,236.0,260.0,61360.0,4568.13,113.3,68.6,0,0
2023-07-21,EcoFit Smart Bottle,Friday,261.0,260.0,67860.0,2336.56,113.5,62.8,0,0
2023-07-22,EcoFit Smart Bottle,Saturday,251.0,260.0,65260.0,2646.51,112.5,63.2,0,0
2023-07-23,EcoFit Smart Bottle,Sunday,239.0,260.0,62140.0,5594.22,112.7,62.6,0,0
2023-07-24,EcoFit Smart Bottle,Monday,249.0,260.0,64740.0,4425.72,113.3,56.7,0,0
2023-07-25,EcoFit Smart Bottle,Tuesday,227.0,260.0,59020.0,2036.79,112.8,66.0,0,0
2023-07-26,EcoFit Smart Bottle,Wednesday,221.0,260.0,57460.0,2405.89,113.1,58.1,0,0
2023-07-27,EcoFit Smart Bottle,Thursday,222.0,260.0,57720.0,4654.01,113.6,64.9,0,0
2023-07-28,EcoFit Smart Bottle,Friday,242.0,260.0,62920.0,2020.25,113.9,61.4,0,0
2023-07-29,EcoFit Smart Bottle,Saturday,250.0,260.0,65000.0,2643.23,114.4,69.0,0,0
2023-07-30,EcoFit Smart Bottle,Sunday,245.0,260.0,63700.0,4194.94,114.2,64.6,0,0
2023-07-31,EcoFit Smart Bottle,Monday,0.0,260.0,0.0,4767.58,113.5,62.8,0,0
2023-08-01,EcoFit Smart Bottle,Tuesday,220.0,260.0,57200.0,4607.85,113.3,61.7,0,0
2023-08-02,EcoFit Smart Bottle,Wednesday,236.0,260.0,61360.0,9960.03,112.9,74.7,0,0
2023-08-03,EcoFit Smart Bottle,Thursday,250.0,260.0,65000.0,4848.72,112.9,59.9,0,0
2023-08-04,EcoFit Smart Bottle,Friday,244.0,260.0,63440.0,2949.0,113.5,60.7,0,0
2023-08-05,EcoFit Smart Bottle,Saturday,234.0,260.0,60840.0,3301.6,112.7,60.8,0,0
2023-08-06,EcoFit Smart Bottle,Sunday,234.0,260.0,60840.0,4985.97,112.8,72.5,0,0
2023-08-07,EcoFit Smart Bottle,Monday,214.0,260.0,55640.0,4598.53,112.2,62.9,0,0
2023-08-08,EcoFit Smart Bottle,Tuesday,227.0,260.0,59020.0,5396.89,111.7,55.1,0,0
2023-08-09,EcoFit Smart Bottle,Wednesday,224.0,260.0,58240.0,4630.45,112.1,76.4,0,0
2023-08-10,EcoFit Smart Bottle,Thursday,216.0,260.0,56160.0,4273.23,111.4,67.0,0,0
2023-08-11,EcoFit Smart Bottle,Friday,242.0,260.0,62920.0,2374.7,111.8,68.6,0,0
2023-08-12,EcoFit Smart Bottle,Saturday,244.0,260.0,63440.0,3470.86,111.0,54.4,0,0
2023-08-13,EcoFit Smart Bottle,Sunday,260.0,260.0,67600.0,3060.81,111.4,58.1,0,0
2023-08-14,EcoFit Smart Bottle,Monday,230.0,260.0,59800.0,2975.96,110.5,62.3,1,0
2023-08-15,EcoFit Smart Bottle,Tuesday,248.0,260.0,64480.0,5892.04,110.1,67.2,0,1
2023-08-16,EcoFit Smart Bottle,Wednesday,234.0,260.0,60840.0,3572.39,111.2,61.3,0,0
2023-08-17,EcoFit Smart Bottle,Thursday,215.0,260.0,55900.0,5568.19,112.3,52.6,0,0
2023-08-18,EcoFit Smart Bottle,Friday,238.0,260.0,61880.0,4524.55,112.0,52.7,0,0
2023-08-19,EcoFit Smart Bottle,Saturday,239.0,260.0,62140.0,5179.25,112.2,70.0,0,0
2023-08-20,EcoFit Smart Bottle,Sunday,242.0,260.0,62920.0,4010.55,113.0,68.4,0,0
2023-08-21,EcoFit Smart Bottle,Monday,235.0,260.0,61100.0,16076.72,113.4,83.3,0,0
2023-08-22,EcoFit Smart Bottle,Tuesday,262.0,260.0,68120.0,3970.07,113.2,66.4,0,0
2023-08-23,EcoFit Smart Bottle,Wednesday,229.0,260.0,59540.0,2780.97,112.8,51.8,0,0
2023-08-24,EcoFit Smart Bottle,Thursday,209.0,260.0,54340.0,4889.81,113.3,57.0,0,0
2023-08-25,EcoFit Smart Bottle,Friday,214.0,260.0,55640.0,3123.09,114.0,51.7,0,0
2023-08-26,EcoFit Smart Bottle,Saturday,233.0,260.0,60580.0,5502.72,115.0,57.6,0,0
2023-08-27,EcoFit Smart Bottle,Sunday,247.0,260.0,64220.0,4581.89,114.0,63.4,0,0
2023-08-28,EcoFit Smart Bottle,Monday,203.0,260.0,52780.0,2708.44,113.2,51.6,0,0
2023-08-29,EcoFit Smart Bottle,Tuesday,195.0,260.0,50700.0,5761.83,113.9,73.0,0,0
2023-08-30,EcoFit Smart Bottle,Wednesday,215.0,260.0,55900.0,5815.71,113.0,64.0,0,0
2023-08-31,EcoFit Smart Bottle,Thursday,219.0,260.0,56940.0,5659.46,113.7,66.7,0,0
2023-09-01,EcoFit Smart Bottle,Friday,246.0,260.0,63960.0,3480.63,113.6,59.1,1,0
2023-09-02,EcoFit Smart Bottle,Saturday,234.0,260.0,60840.0,2061.83,113.3,59.7,0,0
2023-09-03,EcoFit Smart Bottle,Sunday,208.0,260.0,54080.0,5713.27,113.4,56.5,0,0
2023-09-04,EcoFit Smart Bottle,Monday,210.0,260.0,54600.0,3712.74,112.6,63.8,0,0
2023-09-05,EcoFit Smart Bottle,Tuesday,207.0,260.0,53820.0,5866.62,113.1,61.4,0,0
2023-09-06,EcoFit Smart Bottle,Wednesday,206.0,260.0,53560.0,20051.05,114.1,95.0,0,0
2023-09-07,EcoFit Smart Bottle,Thursday,247.0,260.0,64220.0,5412.04,114.6,52.3,0,0
2023-09-08,EcoFit Smart Bottle,Friday,237.0,260.0,61620.0,3177.8,114.5,55.7,0,0
