Date,Product,UnitsSold,RequiredHeadcount,StaffedHeadcount,HeadcountGap,OvertimeHoursPerWorker,BacklogUnits,BacklogFlag,EmployeeSatisfactionIndex,TotalLaborCost
2023-03-15,EcoFit Smart Bottle,207.0,10,9,1,0.0,0,0,95.0,8100.0
2023-03-16,EcoFit Smart Bottle,214.0,10,9,1,0.0,0,0,95.0,8100.0
2023-03-17,EcoFit Smart Bottle,226.0,9,9,0,0.0,1,1,95.0,8100.0
2023-03-18,EcoFit Smart Bottle,249.0,9,9,0,0.9,0,0,95.0,9466.88
2023-03-19,EcoFit Smart Bottle,245.0,9,9,0,0.7,0,0,95.0,9163.12
2023-03-20,EcoFit Smart Bottle,204.0,9,9,0,0.0,0,0,95.0,8100.0
2023-03-21,EcoFit Smart Bottle,201.0,9,9,0,0.0,0,0,95.0,8100.0
2023-03-22,EcoFit Smart Bottle,198.0,9,9,0,0.0,0,0,95.0,8100.0
2023-03-23,EcoFit Smart Bottle,224.0,9,9,0,0.0,0,0,95.0,8100.0
2023-03-24,EcoFit Smart Bottle,233.0,9,9,0,0.3,0,0,95.0,8555.62
2023-03-25,EcoFit Smart Bottle,241.0,9,9,0,0.6,0,0,95.0,9011.25
2023-03-26,EcoFit Smart Bottle,233.0,10,9,1,0.3,0,0,95.0,8555.62
2023-03-27,EcoFit Smart Bottle,226.0,10,9,1,0.0,1,1,95.0,8100.0
2023-03-28,EcoFit Smart Bottle,211.0,9,9,0,0.0,0,0,95.0,8100.0
2023-03-29,EcoFit Smart Bottle,224.0,9,9,0,0.0,0,0,95.0,8100.0
2023-03-30,EcoFit Smart Bottle,214.0,9,9,0,0.0,0,0,95.0,8100.0
2023-03-31,EcoFit Smart Bottle,218.0,9,9,0,0.0,0,0,95.0,8100.0
2023-04-01,EcoFit Smart Bottle,248.0,10,9,1,0.8,0,0,95.0,9315.0
2023-04-02,EcoFit Smart Bottle,233.0,10,9,1,0.3,0,0,95.0,8555.62
2023-04-03,EcoFit Smart Bottle,223.0,10,9,1,0.0,0,0,95.0,8100.0
2023-04-04,EcoFit Smart Bottle,231.0,10,9,1,0.2,0,0,95.0,8403.75
2023-04-05,EcoFit Smart Bottle,222.0,10,10,0,0.0,0,0,95.0,9000.0
2023-04-06,EcoFit Smart Bottle,241.0,10,10,0,0.0,0,0,95.0,9000.0
2023-04-07,EcoFit Smart Bottle,240.0,10,10,0,0.0,0,0,95.0,9000.0
2023-04-08,EcoFit Smart Bottle,243.0,10,10,0,0.0,0,0,95.0,9000.0
2023-04-09,EcoFit Smart Bottle,257.0,10,10,0,0.2,1,1,95.0,9337.5
2023-04-10,EcoFit Smart Bottle,241.0,10,10,0,0.0,0,0,95.0,9000.0
2023-04-11,EcoFit Smart Bottle,209.0,10,10,0,0.0,0,0,95.0,9000.0
2023-04-12,EcoFit Smart Bottle,209.0,10,10,0,0.0,0,0,95.0,9000.0
2023-04-13,EcoFit Smart Bottle,224.0,10,10,0,0.0,0,0,95.0,9000.0
2023-04-14,EcoFit Smart Bottle,242.0,10,10,0,0.0,0,0,95.0,9000.0
2023-04-15,EcoFit Smart Bottle,290.0,10,10,0,1.3,0,0,95.0,11193.75
2023-04-16,EcoFit Smart Bottle,260.0,10,10,0,0.3,1,1,95.0,9506.25
2023-04-17,EcoFit Smart Bottle,227.0,10,10,0,0.0,0,0,95.0,9000.0
2023-04-18,EcoFit Smart Bottle,210.0,10,10,0,0.0,0,0,95.0,9000.0
2023-04-19,EcoFit Smart Bottle,232.0,10,10,0,0.0,0,0,95.0,9000.0
2023-04-20,EcoFit Smart Bottle,233.0,10,10,0,0.0,0,0,95.0,9000.0
2023-04-21,EcoFit Smart Bottle,230.0,10,10,0,0.0,0,0,95.0,9000.0
2023-04-22,EcoFit Smart Bottle,254.0,10,10,0,0.1,1,1,95.0,9168.75
2023-04-23,EcoFit Smart Bottle,279.0,10,10,0,0.9,1,1,95.0,10518.75
2023-04-24,EcoFit Smart Bottle,241.0,10,10,0,0.0,0,0,95.0,9000.0
2023-04-25,EcoFit Smart Bottle,226.0,11,10,1,0.0,0,0,95.0,9000.0
2023-04-26,EcoFit Smart Bottle,234.0,11,10,1,0.0,0,0,95.0,9000.0
2023-04-27,EcoFit Smart Bottle,280.0,11,10,1,1.0,0,0,95.0,10687.5
2023-04-28,EcoFit Smart Bottle,260.0,11,10,1,0.3,1,1,95.0,9506.25
2023-04-29,EcoFit Smart Bottle,257.0,11,10,1,0.2,1,1,95.0,9337.5
2023-04-30,EcoFit Smart Bottle,267.0,11,10,1,0.5,1,1,95.0,9843.75
2023-05-01,EcoFit Smart Bottle,239.0,11,10,1,0.0,0,0,95.0,9000.0
2023-05-02,EcoFit Smart Bottle,239.0,10,10,0,0.0,0,0,95.0,9000.0
2023-05-03,EcoFit Smart Bottle,257.0,10,10,0,0.2,1,1,95.0,9337.5
2023-05-04,EcoFit Smart Bottle,236.0,10,10,0,0.0,0,0,95.0,9000.0
2023-05-05,EcoFit Smart Bottle,241.0,11,10,1,0.0,0,0,95.0,9000.0
2023-05-06,EcoFit Smart Bottle,250.0,11,10,1,0.0,0,0,95.0,9000.0
2023-05-07,EcoFit Smart Bottle,282.0,10,10,0,1.0,1,1,95.0,10687.5
2023-05-08,EcoFit Smart Bottle,251.0,11,10,1,0.0,1,1,95.0,9000.0
2023-05-09,EcoFit Smart Bottle,238.0,11,10,1,0.0,0,0,95.0,9000.0
2023-05-10,EcoFit Smart Bottle,227.0,11,10,1,0.0,0,0,95.0,9000.0
2023-05-11,EcoFit Smart Bottle,263.0,10,10,0,0.4,0,0,95.0,9675.0
2023-05-12,EcoFit Smart Bottle,240.0,10,10,0,0.0,0,0,95.0,9000.0
2023-05-13,EcoFit Smart Bottle,256.0,10,10,0,0.2,0,0,95.0,9337.5
2023-05-14,EcoFit Smart Bottle,252.0,11,10,1,0.1,0,0,95.0,9168.75
2023-05-15,EcoFit Smart Bottle,239.0,10,10,0,0.0,0,0,95.0,9000.0
2023-05-16,EcoFit Smart Bottle,246.0,10,10,0,0.0,0,0,95.0,9000.0
2023-05-17,EcoFit Smart Bottle,275.0,10,11,-1,0.0,0,0,95.0,9900.0
2023-05-18,EcoFit Smart Bottle,223.0,11,11,0,0.0,0,0,95.0,9900.0
2023-05-19,EcoFit Smart Bottle,234.0,11,11,0,0.0,0,0,95.0,9900.0
2023-05-20,EcoFit Smart Bottle,262.0,10,11,-1,0.0,0,0,95.0,9900.0
2023-05-21,EcoFit Smart Bottle,279.0,10,11,-1,0.1,1,1,95.0,10085.62
2023-05-22,EcoFit Smart Bottle,241.0,10,11,-1,0.0,0,0,95.0,9900.0
2023-05-23,EcoFit Smart Bottle,212.0,10,11,-1,0.0,0,0,95.0,9900.0
2023-05-24,EcoFit Smart Bottle,240.0,10,11,-1,0.0,0,0,95.0,9900.0
2023-05-25,EcoFit Smart Bottle,245.0,10,11,-1,0.0,0,0,95.0,9900.0
2023-05-26,EcoFit Smart Bottle,239.0,10,11,-1,0.0,0,0,95.0,9900.0
2023-05-27,EcoFit Smart Bottle,248.0,10,11,-1,0.0,0,0,95.0,9900.0
2023-05-28,EcoFit Smart Bottle,258.0,10,11,-1,0.0,0,0,95.0,9900.0
2023-05-29,EcoFit Smart Bottle,246.0,10,11,-1,0.0,0,0,95.0,9900.0
2023-05-30,EcoFit Smart Bottle,227.0,10,11,-1,0.0,0,0,95.0,9900.0
2023-05-31,EcoFit Smart Bottle,240.0,10,11,-1,0.0,0,0,95.0,9900.0
2023-06-01,EcoFit Smart Bottle,232.0,10,11,-1,0.0,0,0,95.0,9900.0
2023-06-02,EcoFit Smart Bottle,242.0,10,11,-1,0.0,0,0,95.0,9900.0
2023-06-03,EcoFit Smart Bottle,253.0,10,11,-1,0.0,0,0,95.0,9900.0
2023-06-04,EcoFit Smart Bottle,259.0,10,11,-1,0.0,0,0,95.0,9900.0
2023-06-05,EcoFit Smart Bottle,250.0,11,11,0,0.0,0,0,95.0,9900.0
2023-06-06,EcoFit Smart Bottle,243.0,11,11,0,0.0,0,0,95.0,9900.0
2023-06-07,EcoFit Smart Bottle,269.0,11,11,0,0.0,0,0,95.0,9900.0
2023-06-08,EcoFit Smart Bottle,286.0,11,11,0,0.3,1,1,95.0,10456.88
2023-06-09,EcoFit Smart Bottle,256.0,11,11,0,0.0,0,0,95.0,9900.0
2023-06-10,EcoFit Smart Bottle,284.0,11,11,0,0.3,0,0,95.0,10456.88
2023-06-11,EcoFit Smart Bottle,257.0,11,11,0,0.0,0,0,95.0,9900.0
2023-06-12,EcoFit Smart Bottle,249.0,10,11,-1,0.0,0,0,95.0,9900.0
2023-06-13,EcoFit Smart Bottle,226.0,10,11,-1,0.0,0,0,95.0,9900.0
2023-06-14,EcoFit Smart Bottle,224.0,10,11,-1,0.0,0,0,95.0,9900.0
2023-06-15,EcoFit Smart Bottle,242.0,11,11,0,0.0,0,0,95.0,9900.0
2023-06-16,EcoFit Smart Bottle,255.0,11,11,0,0.0,0,0,95.0,9900.0
2023-06-17,EcoFit Smart Bottle,296.0,11,11,0,0.6,0,0,95.0,11013.75
2023-06-18,EcoFit Smart Bottle,277.0,11,11,0,0.1,0,0,95.0,10085.62
2023-06-19,EcoFit Smart Bottle,233.0,11,11,0,0.0,0,0,95.0,9900.0
2023-06-20,EcoFit Smart Bottle,254.0,11,11,0,0.0,0,0,95.0,9900.0
2023-06-21,EcoFit Smart Bottle,248.0,11,11,0,0.0,0,0,95.0,9900.0
2023-06-22,EcoFit Smart Bottle,235.0,11,11,0,0.0,0,0,95.0,9900.0
2023-06-23,EcoFit Smart Bottle,272.0,11,11,0,0.0,0,0,95.0,9900.0
2023-06-24,EcoFit Smart Bottle,250.0,11,11,0,0.0,0,0,95.0,9900.0
2023-06-25,EcoFit Smart Bottle,277.0,10,11,-1,0.1,0,0,95.0,10085.62
2023-06-26,EcoFit Smart Bottle,229.0,10,11,-1,0.0,0,0,95.0,9900.0
2023-06-27,EcoFit Smart Bottle,245.0,10,11,-1,0.0,0,0,95.0,9900.0
2023-06-28,EcoFit Smart Bottle,228.0,10,11,-1,0.0,0,0,95.0,9900.0
2023-06-29,EcoFit Smart Bottle,240.0,10,11,-1,0.0,0,0,95.0,9900.0
2023-06-30,EcoFit Smart Bottle,261.0,10,11,-1,0.0,0,0,95.0,9900.0
2023-07-01,EcoFit Smart Bottle,259.0,10,11,-1,0.0,0,0,95.0,9900.0
2023-07-02,EcoFit Smart Bottle,262.0,10,11,-1,0.0,0,0,95.0,9900.0
2023-07-03,EcoFit Smart Bottle,249.0,10,11,-1,0.0,0,0,95.0,9900.0
2023-07-04,EcoFit Smart Bottle,236.0,10,11,-1,0.0,0,0,95.0,9900.0
2023-07-05,EcoFit Smart Bottle,242.0,11,11,0,0.0,0,0,95.0,9900.0
2023-07-06,EcoFit Smart Bottle,240.0,11,11,0,0.0,0,0,95.0,9900.0
2023-07-07,EcoFit Smart Bottle,262.0,11,11,0,0.0,0,0,95.0,9900.0
2023-07-08,EcoFit Smart Bottle,265.0,11,11,0,0.0,0,0,95.0,9900.0
2023-07-09,EcoFit Smart Bottle,289.0,11,11,0,0.4,0,0,95.0,10642.5
2023-07-10,EcoFit Smart Bottle,248.0,11,11,0,0.0,0,0,95.0,9900.0
2023-07-11,EcoFit Smart Bottle,241.0,11,11,0,0.0,0,0,95.0,9900.0
2023-07-12,EcoFit Smart Bottle,247.0,11,11,0,0.0,0,0,95.0,9900.0
2023-07-13,EcoFit Smart Bottle,245.0,11,11,0,0.0,0,0,95.0,9900.0
2023-07-14,EcoFit Smart Bottle,259.0,10,11,-1,0.0,0,0,95.0,9900.0
2023-07-15,EcoFit Smart Bottle,265.0,11,11,0,0.0,0,0,95.0,9900.0
2023-07-16,EcoFit Smart Bottle,258.0,11,11,0,0.0,0,0,95.0,9900.0
2023-07-17,EcoFit Smart Bottle,231.0,10,11,-1,0.0,0,0,95.0,9900.0
2023-07-18,EcoFit Smart Bottle,247.0,10,11,-1,0.0,0,0,95.0,9900.0
2023-07-19,EcoFit Smart Bottle,250.0,10,11,-1,0.0,0,0,95.0,9900.0
2023-07-20,EcoFit Smart Bottle,236.0,10,11,-1,0.0,0,0,95.0,9900.0
2023-07-21,EcoFit Smart Bottle,261.0,10,11,-1,0.0,0,0,95.0,9900.0
2023-07-22,EcoFit Smart Bottle,251.0,10,11,-1,0.0,0,0,95.0,9900.0
2023-07-23,EcoFit Smart Bottle,239.0,10,11,-1,0.0,0,0,95.0,9900.0
2023-07-24,EcoFit Smart Bottle,249.0,10,11,-1,0.0,0,0,95.0,9900.0
2023-07-25,EcoFit Smart Bottle,227.0,10,11,-1,0.0,0,0,95.0,9900.0
2023-07-26,EcoFit Smart Bottle,221.0,10,11,-1,0.0,0,0,95.0,9900.0
2023-07-27,EcoFit Smart Bottle,222.0,10,11,-1,0.0,0,0,95.0,9900.0
2023-07-28,EcoFit Smart Bottle,242.0,9,11,-2,0.0,0,0,95.0,9900.0
2023-07-29,EcoFit Smart Bottle,250.0,8,11,-3,0.0,0,0,95.0,9900.0
2023-07-30,EcoFit Smart Bottle,245.0,9,11,-2,0.0,0,0,95.0,9900.0
2023-07-31,EcoFit Smart Bottle,0.0,9,11,-2,0.0,0,0,95.0,9900.0
2023-08-01,EcoFit Smart Bottle,220.0,9,11,-2,0.0,0,0,95.0,9900.0
2023-08-02,EcoFit Smart Bottle,236.0,9,11,-2,0.0,0,0,95.0,9900.0
2023-08-03,EcoFit Smart Bottle,250.0,9,10,-1,0.0,0,0,95.0,9000.0
2023-08-04,EcoFit Smart Bottle,244.0,10,10,0,0.0,0,0,95.0,9000.0
2023-08-05,EcoFit Smart Bottle,234.0,10,10,0,0.0,0,0,95.0,9000.0
2023-08-06,EcoFit Smart Bottle,234.0,10,10,0,0.0,0,0,95.0,9000.0
2023-08-07,EcoFit Smart Bottle,214.0,10,10,0,0.0,0,0,95.0,9000.0
2023-08-08,EcoFit Smart Bottle,227.0,10,10,0,0.0,0,0,95.0,9000.0
2023-08-09,EcoFit Smart Bottle,224.0,10,10,0,0.0,0,0,95.0,9000.0
2023-08-10,EcoFit Smart Bottle,216.0,10,10,0,0.0,0,0,95.0,9000.0
2023-08-11,EcoFit Smart Bottle,242.0,10,10,0,0.0,0,0,95.0,9000.0
2023-08-12,EcoFit Smart Bottle,244.0,10,10,0,0.0,0,0,95.0,9000.0
2023-08-13,EcoFit Smart Bottle,260.0,10,10,0,0.3,1,1,95.0,9506.25
2023-08-14,EcoFit Smart Bottle,230.0,10,10,0,0.0,0,0,95.0,9000.0
2023-08-15,EcoFit Smart Bottle,248.0,10,10,0,0.0,0,0,95.0,9000.0
2023-08-16,EcoFit Smart Bottle,234.0,10,10,0,0.0,0,0,95.0,9000.0
2023-08-17,EcoFit Smart Bottle,215.0,10,10,0,0.0,0,0,95.0,9000.0
2023-08-18,EcoFit Smart Bottle,238.0,10,10,0,0.0,0,0,95.0,9000.0
2023-08-19,EcoFit Smart Bottle,239.0,10,10,0,0.0,0,0,95.0,9000.0
2023-08-20,EcoFit Smart Bottle,242.0,10,10,0,0.0,0,0,95.0,9000.0
2023-08-21,EcoFit Smart Bottle,235.0,10,10,0,0.0,0,0,95.0,9000.0
2023-08-22,EcoFit Smart Bottle,262.0,10,10,0,0.4,0,0,95.0,9675.0
2023-08-23,EcoFit Smart Bottle,229.0,10,10,0,0.0,0,0,95.0,9000.0
2023-08-24,EcoFit Smart Bottle,209.0,10,10,0,0.0,0,0,95.0,9000.0
2023-08-25,EcoFit Smart Bottle,214.0,10,10,0,0.0,0,0,95.0,9000.0
2023-08-26,EcoFit Smart Bottle,233.0,9,10,-1,0.0,0,0,95.0,9000.0
2023-08-27,EcoFit Smart Bottle,247.0,9,10,-1,0.0,0,0,95.0,9000.0
2023-08-28,EcoFit Smart Bottle,203.0,9,10,-1,0.0,0,0,95.0,9000.0
2023-08-29,EcoFit Smart Bottle,195.0,9,10,-1,0.0,0,0,95.0,9000.0
2023-08-30,EcoFit Smart Bottle,215.0,9,10,-1,0.0,0,0,95.0,9000.0
2023-08-31,EcoFit Smart Bottle,219.0,9,10,-1,0.0,0,0,95.0,9000.0
2023-09-01,EcoFit Smart Bottle,246.0,9,10,-1,0.0,0,0,95.0,9000.0
2023-09-02,EcoFit Smart Bottle,234.0,9,10,-1,0.0,0,0,95.0,9000.0
2023-09-03,EcoFit Smart Bottle,208.0,9,10,-1,0.0,0,0,95.0,9000.0
2023-09-04,EcoFit Smart Bottle,210.0,9,10,-1,0.0,0,0,95.0,9000.0
2023-09-05,EcoFit Smart Bottle,207.0,9,10,-1,0.0,0,0,95.0,9000.0
2023-09-06,EcoFit Smart Bottle,206.0,9,10,-1,0.0,0,0,95.0,9000.0
2023-09-07,EcoFit Smart Bottle,247.0,9,10,-1,0.0,0,0,95.0,9000.0
2023-09-08,EcoFit Smart Bottle,237.0,9,10,-1,0.0,0,0,95.0,9000.0
2023-09-09,EcoFit Smart Bottle,230.0,9,10,-1,0.0,0,0,95.0,9000.0
2023-09-10,EcoFit Smart Bottle,221.0,9,10,-1,0.0,0,0,95.0,9000.0
2023-09-11,EcoFit Smart Bottle,207.0,9,10,-1,0.0,0,0,95.0,9000.0
2023-09-12,EcoFit Smart Bottle,195.0,9,9,0,0.0,0,0,95.0,8100.0
2023-09-13,EcoFit Smart Bottle,178.0,9,9,0,0.0,0,0,95.0,8100.0
2023-09-14,EcoFit Smart Bottle,210.0,9,9,0,0.0,0,0,95.0,8100.0
2023-09-15,EcoFit Smart Bottle,221.0,9,9,0,0.0,0,0,95.0,8100.0
2023-09-16,EcoFit Smart Bottle,231.0,9,9,0,0.2,0,0,95.0,8403.75
2023-09-17,EcoFit Smart Bottle,228.0,9,9,0,0.1,0,0,95.0,8251.88
2023-09-18,EcoFit Smart Bottle,187.0,9,9,0,0.0,0,0,95.0,8100.0
2023-09-19,EcoFit Smart Bottle,237.0,9,9,0,0.4,1,1,95.0,8707.5
2023-09-20,EcoFit Smart Bottle,210.0,9,9,0,0.0,0,0,95.0,8100.0
2023-09-21,EcoFit Smart Bottle,191.0,9,9,0,0.0,0,0,95.0,8100.0
2023-09-22,EcoFit Smart Bottle,207.0,9,9,0,0.0,0,0,95.0,8100.0
2023-09-23,EcoFit Smart Bottle,230.0,9,9,0,0.2,0,0,95.0,8403.75
2023-09-24,EcoFit Smart Bottle,232.0,9,9,0,0.2,1,1,95.0,8403.75
2023-09-25,EcoFit Smart Bottle,187.0,9,9,0,0.0,0,0,95.0,8100.0
2023-09-26,EcoFit Smart Bottle,190.0,9,9,0,0.0,0,0,95.0,8100.0
2023-09-27,EcoFit Smart Bottle,196.0,9,9,0,0.0,0,0,95.0,8100.0
2023-09-28,EcoFit Smart Bottle,182.0,9,9,0,0.0,0,0,95.0,8100.0
2023-09-29,EcoFit Smart Bottle,241.0,9,9,0,0.6,0,0,95.0,9011.25
2023-09-30,EcoFit Smart Bottle,238.0,9,9,0,0.5,0,0,95.0,8859.38
2023-10-01,EcoFit Smart Bottle,266.0,9,9,0,1.5,0,0,95.0,10378.12
2023-10-02,EcoFit Smart Bottle,204.0,9,9,0,0.0,0,0,95.0,8100.0
2023-10-03,EcoFit Smart Bottle,178.0,9,9,0,0.0,0,0,95.0,8100.0
2023-10-04,EcoFit Smart Bottle,197.0,9,9,0,0.0,0,0,95.0,8100.0
2023-10-05,EcoFit Smart Bottle,199.0,9,9,0,0.0,0,0,95.0,8100.0
2023-10-06,EcoFit Smart Bottle,204.0,8,9,-1,0.0,0,0,95.0,8100.0
2023-10-07,EcoFit Smart Bottle,215.0,8,9,-1,0.0,0,0,95.0,8100.0
2023-10-08,EcoFit Smart Bottle,206.0,9,9,0,0.0,0,0,95.0,8100.0
2023-10-09,EcoFit Smart Bottle,199.0,9,9,0,0.0,0,0,95.0,8100.0
2023-10-10,EcoFit Smart Bottle,165.0,9,9,0,0.0,0,0,95.0,8100.0
2023-10-11,EcoFit Smart Bottle,219.0,9,9,0,0.0,0,0,95.0,8100.0
2023-10-12,EcoFit Smart Bottle,203.0,9,9,0,0.0,0,0,95.0,8100.0
2023-10-13,EcoFit Smart Bottle,204.0,9,9,0,0.0,0,0,95.0,8100.0
2023-10-14,EcoFit Smart Bottle,216.0,9,9,0,0.0,0,0,95.0,8100.0
2023-10-15,EcoFit Smart Bottle,214.0,8,9,-1,0.0,0,0,95.0,8100.0
2023-10-16,EcoFit Smart Bottle,181.0,8,9,-1,0.0,0,0,95.0,8100.0
2023-10-17,EcoFit Smart Bottle,181.0,8,9,-1,0.0,0,0,95.0,8100.0
