Date,Forecast,Lower95CI,Upper95CI,CI_Width,DerivedConfidence
2025-02-23,264.7613618550104,235.95544845997438,292.0520849710453,56.096636511070926,86.44
2025-02-24,270.53311870234836,242.4317325924632,300.5324315506915,58.10069895822832,86.3
2025-02-25,233.86055216247078,205.82704654306957,261.4283204291525,55.601273886082936,85.19
2025-02-26,242.56873626443408,215.82294338249324,270.84002689712736,55.01708351463412,85.72
2025-02-27,244.06900708751618,216.16980596784896,269.75719548512956,53.5873895172806,86.07
2025-02-28,247.38167723780134,220.22063961159245,274.21964842233405,53.9990088107416,86.13
2025-03-01,267.4300781141256,239.34289431430096,295.21386535123565,55.87097103693469,86.58
2025-03-02,262.409531909868,232.60707991823517,290.7718536935339,58.16477377529873,85.96
2025-03-03,268.09412312082446,238.99472632178072,295.6805156122624,56.685789290481694,86.46
2025-03-04,229.90042542343755,202.72412452741568,257.8105264175327,55.086401890117,85.1
2025-03-05,236.4408837453934,210.25588558023486,267.55542165026213,57.29953607002727,84.96
2025-03-06,236.3019125226057,207.67271849479536,263.3057552641546,55.63303676935922,85.3
2025-03-07,239.5256785816203,211.8605490877911,267.9923984662091,56.131849378418025,85.35
2025-03-08,294.9759305913229,264.6590088954703,323.50563943165713,58.84663053618681,87.04
2025-03-09,258.8934442677032,229.83725993325535,285.0415744481218,55.20431451486647,86.37
2025-03-10,267.6913053465289,236.56409750364605,295.5342038687844,58.97010636513835,86.03
2025-03-11,232.62909757508376,203.95421594529313,261.17353671821274,57.219320772919616,84.79
2025-03-12,242.4984271382846,216.74402103562008,267.79721835351194,51.05319731789186,86.5
2025-03-13,245.70928704935184,217.6286640495847,273.52871857555067,55.90005452596597,85.68
2025-03-14,251.76386832705373,222.73834007279353,280.66818882673203,57.9298487539385,85.56
2025-03-15,308.85235623394044,282.4358158256467,336.6892965164262,54.2534806907795,88.19
2025-03-16,272.71252831104107,244.7521878819098,300.64559608170197,55.89340819979216,86.77
2025-03-17,280.5800812635225,252.11017747284217,310.37053479168276,58.26035731884059,86.64
2025-03-18,244.75772266933126,219.11950559204723,273.3596878081201,54.24018221607287,85.97
2025-03-19,255.0524001174685,228.2042964236809,284.6463057491482,56.442009325467325,85.98
2025-03-20,259.64360671686103,231.38039580684915,290.0411881695092,58.66079236266006,85.76
2025-03-21,300.78850743604073,271.09388460927465,327.8240034024615,56.730118793186875,87.56
2025-03-22,289.99802564267287,261.65119899306796,316.9418301650437,55.29063117197575,87.46
2025-03-23,285.39860567755835,256.29809763802626,313.20884920977136,56.910751571745095,87.04
2025-03-24,255.49947593926788,225.80175715519084,285.63930440106964,59.837547245878795,85.36
2025-03-25,248.97882557896423,218.58185626496882,276.1088881834078,57.52703191843901,85.51
2025-03-26,255.01531303086185,228.52444763729366,283.31066871774925,54.78622108045559,86.29
2025-03-27,256.0664734071662,227.93406309889602,282.8134302715611,54.8793671726651,86.32
2025-03-28,260.7806314433455,234.68804421817262,292.20167156844644,57.51362735027382,86.02
2025-03-29,316.5009758187956,288.0758711856629,344.9762205291272,56.90034934346431,87.99
2025-03-30,278.24986522701727,252.16492780209458,308.82790321989546,56.66297541780088,86.84
