Date,Product,UnitsSold,RequiredHeadcount,StaffedHeadcount,HeadcountGap,OvertimeHoursPerWorker,BacklogUnits,BacklogFlag,EmployeeSatisfactionIndex,TotalLaborCost
1/24/2023,EcoFit Smart Bottle,158,8,10,-2,0.0,0,0,95.0,9000.0
1/25/2023,EcoFit Smart Bottle,169,8,10,-2,0.0,0,0,95.0,9000.0
1/26/2023,EcoFit Smart Bottle,197,8,10,-2,0.0,0,0,95.0,9000.0
1/27/2023,EcoFit Smart Bottle,202,8,10,-2,0.0,0,0,95.0,9000.0
1/28/2023,EcoFit Smart Bottle,181,8,10,-2,0.0,0,0,95.0,9000.0
1/29/2023,EcoFit Smart Bottle,205,8,10,-2,0.0,0,0,95.0,9000.0
1/30/2023,EcoFit Smart Bottle,216,9,10,-1,0.0,0,0,95.0,9000.0
1/31/2023,EcoFit Smart Bottle,194,8,10,-2,0.0,0,0,95.0,9000.0
2/1/2023,EcoFit Smart Bottle,181,9,10,-1,0.0,0,0,95.0,9000.0
2/2/2023,EcoFit Smart Bottle,231,9,10,-1,0.0,0,0,95.0,9000.0
2/3/2023,EcoFit Smart Bottle,177,9,10,-1,0.0,0,0,95.0,9000.0
2/4/2023,EcoFit Smart Bottle,236,9,10,-1,0.0,0,0,95.0,9000.0
2/5/2023,EcoFit Smart Bottle,227,9,10,-1,0.0,0,0,95.0,9000.0
2/6/2023,EcoFit Smart Bottle,188,8,10,-2,0.0,0,0,95.0,9000.0
2/7/2023,EcoFit Smart Bottle,179,8,10,-2,0.0,0,0,95.0,9000.0
2/8/2023,EcoFit Smart Bottle,183,8,10,-2,0.0,0,0,95.0,9000.0
2/9/2023,EcoFit Smart Bottle,177,8,10,-2,0.0,0,0,95.0,9000.0
2/10/2023,EcoFit Smart Bottle,200,8,10,-2,0.0,0,0,95.0,9000.0
2/11/2023,EcoFit Smart Bottle,194,8,10,-2,0.0,0,0,95.0,9000.0
2/12/2023,EcoFit Smart Bottle,207,8,10,-2,0.0,0,0,95.0,9000.0
2/13/2023,EcoFit Smart Bottle,199,8,10,-2,0.0,0,0,95.0,9000.0
2/14/2023,EcoFit Smart Bottle,184,8,10,-2,0.0,0,0,95.0,9000.0
2/15/2023,EcoFit Smart Bottle,177,9,10,-1,0.0,0,0,95.0,9000.0
2/16/2023,EcoFit Smart Bottle,227,9,10,-1,0.0,0,0,95.0,9000.0
2/17/2023,EcoFit Smart Bottle,201,8,10,-2,0.0,0,0,95.0,9000.0
2/18/2023,EcoFit Smart Bottle,212,9,10,-1,0.0,0,0,95.0,9000.0
2/19/2023,EcoFit Smart Bottle,208,9,10,-1,0.0,0,0,95.0,9000.0
2/20/2023,EcoFit Smart Bottle,182,9,10,-1,0.0,0,0,95.0,9000.0
2/21/2023,EcoFit Smart Bottle,212,9,10,-1,0.0,0,0,95.0,9000.0
2/22/2023,EcoFit Smart Bottle,193,9,10,-1,0.0,0,0,95.0,9000.0
2/23/2023,EcoFit Smart Bottle,199,9,10,-1,0.0,0,0,95.0,9000.0
2/24/2023,EcoFit Smart Bottle,226,9,10,-1,0.0,0,0,95.0,9000.0
2/25/2023,EcoFit Smart Bottle,225,9,10,-1,0.0,0,0,95.0,9000.0
2/26/2023,EcoFit Smart Bottle,239,9,10,-1,0.0,0,0,95.0,9000.0
2/27/2023,EcoFit Smart Bottle,179,9,10,-1,0.0,0,0,95.0,9000.0
2/28/2023,EcoFit Smart Bottle,197,8,10,-2,0.0,0,0,95.0,9000.0
3/1/2023,EcoFit Smart Bottle,177,8,10,-2,0.0,0,0,95.0,9000.0
3/2/2023,EcoFit Smart Bottle,189,8,10,-2,0.0,0,0,95.0,9000.0
3/3/2023,EcoFit Smart Bottle,192,8,10,-2,0.0,0,0,95.0,9000.0
3/4/2023,EcoFit Smart Bottle,217,9,10,-1,0.0,0,0,95.0,9000.0
3/5/2023,EcoFit Smart Bottle,219,9,10,-1,0.0,0,0,95.0,9000.0
3/6/2023,EcoFit Smart Bottle,198,9,9,0,0.0,0,0,95.0,8100.0
3/7/2023,EcoFit Smart Bottle,224,9,9,0,0.0,0,0,95.0,8100.0
3/8/2023,EcoFit Smart Bottle,211,9,9,0,0.0,0,0,95.0,8100.0
3/9/2023,EcoFit Smart Bottle,197,9,9,0,0.0,0,0,95.0,8100.0
3/10/2023,EcoFit Smart Bottle,225,9,9,0,0.0,0,0,95.0,8100.0
3/11/2023,EcoFit Smart Bottle,215,9,9,0,0.0,0,0,95.0,8100.0
3/12/2023,EcoFit Smart Bottle,226,9,9,0,0.0,1,1,95.0,8100.0
3/13/2023,EcoFit Smart Bottle,273,9,9,0,1.7,0,0,95.0,10681.88
3/14/2023,EcoFit Smart Bottle,205,9,9,0,0.0,0,0,95.0,8100.0
3/15/2023,EcoFit Smart Bottle,207,10,9,1,0.0,0,0,95.0,8100.0
3/16/2023,EcoFit Smart Bottle,214,10,9,1,0.0,0,0,95.0,8100.0
3/17/2023,EcoFit Smart Bottle,226,9,9,0,0.0,1,1,95.0,8100.0
3/18/2023,EcoFit Smart Bottle,249,9,9,0,0.9,0,0,95.0,9466.88
3/19/2023,EcoFit Smart Bottle,245,9,9,0,0.7,0,0,95.0,9163.12
3/20/2023,EcoFit Smart Bottle,204,9,9,0,0.0,0,0,95.0,8100.0
3/21/2023,EcoFit Smart Bottle,201,9,9,0,0.0,0,0,95.0,8100.0
3/22/2023,EcoFit Smart Bottle,198,9,9,0,0.0,0,0,95.0,8100.0
3/23/2023,EcoFit Smart Bottle,224,9,9,0,0.0,0,0,95.0,8100.0
3/24/2023,EcoFit Smart Bottle,233,9,9,0,0.3,0,0,95.0,8555.62
3/25/2023,EcoFit Smart Bottle,241,9,9,0,0.6,0,0,95.0,9011.25
3/26/2023,EcoFit Smart Bottle,233,10,9,1,0.3,0,0,95.0,8555.62
3/27/2023,EcoFit Smart Bottle,226,10,9,1,0.0,1,1,95.0,8100.0
3/28/2023,EcoFit Smart Bottle,211,9,9,0,0.0,0,0,95.0,8100.0
3/29/2023,EcoFit Smart Bottle,224,9,9,0,0.0,0,0,95.0,8100.0
3/30/2023,EcoFit Smart Bottle,214,9,9,0,0.0,0,0,95.0,8100.0
3/31/2023,EcoFit Smart Bottle,218,9,9,0,0.0,0,0,95.0,8100.0
4/1/2023,EcoFit Smart Bottle,248,10,9,1,0.8,0,0,95.0,9315.0
4/2/2023,EcoFit Smart Bottle,233,10,9,1,0.3,0,0,95.0,8555.62
4/3/2023,EcoFit Smart Bottle,223,10,9,1,0.0,0,0,95.0,8100.0
4/4/2023,EcoFit Smart Bottle,231,10,9,1,0.2,0,0,95.0,8403.75
4/5/2023,EcoFit Smart Bottle,222,10,10,0,0.0,0,0,95.0,9000.0
4/6/2023,EcoFit Smart Bottle,241,10,10,0,0.0,0,0,95.0,9000.0
4/7/2023,EcoFit Smart Bottle,240,10,10,0,0.0,0,0,95.0,9000.0
4/8/2023,EcoFit Smart Bottle,243,10,10,0,0.0,0,0,95.0,9000.0
4/9/2023,EcoFit Smart Bottle,257,10,10,0,0.2,1,1,95.0,9337.5
4/10/2023,EcoFit Smart Bottle,241,10,10,0,0.0,0,0,95.0,9000.0
4/11/2023,EcoFit Smart Bottle,209,10,10,0,0.0,0,0,95.0,9000.0
4/12/2023,EcoFit Smart Bottle,209,10,10,0,0.0,0,0,95.0,9000.0
4/13/2023,EcoFit Smart Bottle,224,10,10,0,0.0,0,0,95.0,9000.0
4/14/2023,EcoFit Smart Bottle,242,10,10,0,0.0,0,0,95.0,9000.0
4/15/2023,EcoFit Smart Bottle,290,10,10,0,1.3,0,0,95.0,11193.75
4/16/2023,EcoFit Smart Bottle,260,10,10,0,0.3,1,1,95.0,9506.25
4/17/2023,EcoFit Smart Bottle,227,10,10,0,0.0,0,0,95.0,9000.0
4/18/2023,EcoFit Smart Bottle,210,10,10,0,0.0,0,0,95.0,9000.0
4/19/2023,EcoFit Smart Bottle,232,10,10,0,0.0,0,0,95.0,9000.0
4/20/2023,EcoFit Smart Bottle,233,10,10,0,0.0,0,0,95.0,9000.0
4/21/2023,EcoFit Smart Bottle,230,10,10,0,0.0,0,0,95.0,9000.0
4/22/2023,EcoFit Smart Bottle,254,10,10,0,0.1,1,1,95.0,9168.75
4/23/2023,EcoFit Smart Bottle,279,10,10,0,0.9,1,1,95.0,10518.75
4/24/2023,EcoFit Smart Bottle,241,10,10,0,0.0,0,0,95.0,9000.0
4/25/2023,EcoFit Smart Bottle,226,11,10,1,0.0,0,0,95.0,9000.0
4/26/2023,EcoFit Smart Bottle,234,11,10,1,0.0,0,0,95.0,9000.0
4/27/2023,EcoFit Smart Bottle,280,11,10,1,1.0,0,0,95.0,10687.5
4/28/2023,EcoFit Smart Bottle,260,11,10,1,0.3,1,1,95.0,9506.25
4/29/2023,EcoFit Smart Bottle,257,11,10,1,0.2,1,1,95.0,9337.5
4/30/2023,EcoFit Smart Bottle,267,11,10,1,0.5,1,1,95.0,9843.75
5/1/2023,EcoFit Smart Bottle,239,11,10,1,0.0,0,0,95.0,9000.0
5/2/2023,EcoFit Smart Bottle,239,10,10,0,0.0,0,0,95.0,9000.0
5/3/2023,EcoFit Smart Bottle,257,10,10,0,0.2,1,1,95.0,9337.5
5/4/2023,EcoFit Smart Bottle,236,10,10,0,0.0,0,0,95.0,9000.0
5/5/2023,EcoFit Smart Bottle,241,11,10,1,0.0,0,0,95.0,9000.0
5/6/2023,EcoFit Smart Bottle,250,11,10,1,0.0,0,0,95.0,9000.0
5/7/2023,EcoFit Smart Bottle,282,10,10,0,1.0,1,1,95.0,10687.5
5/8/2023,EcoFit Smart Bottle,251,11,10,1,0.0,1,1,95.0,9000.0
5/9/2023,EcoFit Smart Bottle,238,11,10,1,0.0,0,0,95.0,9000.0
5/10/2023,EcoFit Smart Bottle,227,11,10,1,0.0,0,0,95.0,9000.0
5/11/2023,EcoFit Smart Bottle,263,10,10,0,0.4,0,0,95.0,9675.0
5/12/2023,EcoFit Smart Bottle,240,10,10,0,0.0,0,0,95.0,9000.0
5/13/2023,EcoFit Smart Bottle,256,10,10,0,0.2,0,0,95.0,9337.5
5/14/2023,EcoFit Smart Bottle,252,11,10,1,0.1,0,0,95.0,9168.75
5/15/2023,EcoFit Smart Bottle,239,10,10,0,0.0,0,0,95.0,9000.0
5/16/2023,EcoFit Smart Bottle,246,10,10,0,0.0,0,0,95.0,9000.0
5/17/2023,EcoFit Smart Bottle,275,10,11,-1,0.0,0,0,95.0,9900.0
5/18/2023,EcoFit Smart Bottle,223,11,11,0,0.0,0,0,95.0,9900.0
5/19/2023,EcoFit Smart Bottle,234,11,11,0,0.0,0,0,95.0,9900.0
5/20/2023,EcoFit Smart Bottle,262,10,11,-1,0.0,0,0,95.0,9900.0
5/21/2023,EcoFit Smart Bottle,279,10,11,-1,0.1,1,1,95.0,10085.62
5/22/2023,EcoFit Smart Bottle,241,10,11,-1,0.0,0,0,95.0,9900.0
5/23/2023,EcoFit Smart Bottle,212,10,11,-1,0.0,0,0,95.0,9900.0
5/24/2023,EcoFit Smart Bottle,240,10,11,-1,0.0,0,0,95.0,9900.0
5/25/2023,EcoFit Smart Bottle,245,10,11,-1,0.0,0,0,95.0,9900.0
5/26/2023,EcoFit Smart Bottle,239,10,11,-1,0.0,0,0,95.0,9900.0
5/27/2023,EcoFit Smart Bottle,248,10,11,-1,0.0,0,0,95.0,9900.0
5/28/2023,EcoFit Smart Bottle,258,10,11,-1,0.0,0,0,95.0,9900.0
5/29/2023,EcoFit Smart Bottle,246,10,11,-1,0.0,0,0,95.0,9900.0
5/30/2023,EcoFit Smart Bottle,227,10,11,-1,0.0,0,0,95.0,9900.0
5/31/2023,EcoFit Smart Bottle,240,10,11,-1,0.0,0,0,95.0,9900.0
6/1/2023,EcoFit Smart Bottle,232,10,11,-1,0.0,0,0,95.0,9900.0
6/2/2023,EcoFit Smart Bottle,242,10,11,-1,0.0,0,0,95.0,9900.0
6/3/2023,EcoFit Smart Bottle,253,10,11,-1,0.0,0,0,95.0,9900.0
6/4/2023,EcoFit Smart Bottle,259,10,11,-1,0.0,0,0,95.0,9900.0
6/5/2023,EcoFit Smart Bottle,250,11,11,0,0.0,0,0,95.0,9900.0
6/6/2023,EcoFit Smart Bottle,243,11,11,0,0.0,0,0,95.0,9900.0
6/7/2023,EcoFit Smart Bottle,269,11,11,0,0.0,0,0,95.0,9900.0
6/8/2023,EcoFit Smart Bottle,286,11,11,0,0.3,1,1,95.0,10456.88
6/9/2023,EcoFit Smart Bottle,256,11,11,0,0.0,0,0,95.0,9900.0
6/10/2023,EcoFit Smart Bottle,284,11,11,0,0.3,0,0,95.0,10456.88
6/11/2023,EcoFit Smart Bottle,257,11,11,0,0.0,0,0,95.0,9900.0
6/12/2023,EcoFit Smart Bottle,249,10,11,-1,0.0,0,0,95.0,9900.0
6/13/2023,EcoFit Smart Bottle,226,10,11,-1,0.0,0,0,95.0,9900.0
6/14/2023,EcoFit Smart Bottle,224,10,11,-1,0.0,0,0,95.0,9900.0
6/15/2023,EcoFit Smart Bottle,242,11,11,0,0.0,0,0,95.0,9900.0
6/16/2023,EcoFit Smart Bottle,255,11,11,0,0.0,0,0,95.0,9900.0
6/17/2023,EcoFit Smart Bottle,296,11,11,0,0.6,0,0,95.0,11013.75
6/18/2023,EcoFit Smart Bottle,277,11,11,0,0.1,0,0,95.0,10085.62
6/19/2023,EcoFit Smart Bottle,233,11,11,0,0.0,0,0,95.0,9900.0
6/20/2023,EcoFit Smart Bottle,254,11,11,0,0.0,0,0,95.0,9900.0
6/21/2023,EcoFit Smart Bottle,248,11,11,0,0.0,0,0,95.0,9900.0
6/22/2023,EcoFit Smart Bottle,235,11,11,0,0.0,0,0,95.0,9900.0
6/23/2023,EcoFit Smart Bottle,272,11,11,0,0.0,0,0,95.0,9900.0
6/24/2023,EcoFit Smart Bottle,250,11,11,0,0.0,0,0,95.0,9900.0
6/25/2023,EcoFit Smart Bottle,277,10,11,-1,0.1,0,0,95.0,10085.62
6/26/2023,EcoFit Smart Bottle,229,10,11,-1,0.0,0,0,95.0,9900.0
6/27/2023,EcoFit Smart Bottle,245,10,11,-1,0.0,0,0,95.0,9900.0
6/28/2023,EcoFit Smart Bottle,228,10,11,-1,0.0,0,0,95.0,9900.0
6/29/2023,EcoFit Smart Bottle,240,10,11,-1,0.0,0,0,95.0,9900.0
6/30/2023,EcoFit Smart Bottle,261,10,11,-1,0.0,0,0,95.0,9900.0
7/1/2023,EcoFit Smart Bottle,259,10,11,-1,0.0,0,0,95.0,9900.0
7/2/2023,EcoFit Smart Bottle,262,10,11,-1,0.0,0,0,95.0,9900.0
7/3/2023,EcoFit Smart Bottle,249,10,11,-1,0.0,0,0,95.0,9900.0
7/4/2023,EcoFit Smart Bottle,236,10,11,-1,0.0,0,0,95.0,9900.0
7/5/2023,EcoFit Smart Bottle,242,11,11,0,0.0,0,0,95.0,9900.0
7/6/2023,EcoFit Smart Bottle,240,11,11,0,0.0,0,0,95.0,9900.0
7/7/2023,EcoFit Smart Bottle,262,11,11,0,0.0,0,0,95.0,9900.0
7/8/2023,EcoFit Smart Bottle,265,11,11,0,0.0,0,0,95.0,9900.0
7/9/2023,EcoFit Smart Bottle,289,11,11,0,0.4,0,0,95.0,10642.5
7/10/2023,EcoFit Smart Bottle,248,11,11,0,0.0,0,0,95.0,9900.0
7/11/2023,EcoFit Smart Bottle,241,11,11,0,0.0,0,0,95.0,9900.0
7/12/2023,EcoFit Smart Bottle,247,11,11,0,0.0,0,0,95.0,9900.0
7/13/2023,EcoFit Smart Bottle,245,11,11,0,0.0,0,0,95.0,9900.0
7/14/2023,EcoFit Smart Bottle,259,10,11,-1,0.0,0,0,95.0,9900.0
7/15/2023,EcoFit Smart Bottle,265,11,11,0,0.0,0,0,95.0,9900.0
7/16/2023,EcoFit Smart Bottle,258,11,11,0,0.0,0,0,95.0,9900.0
7/17/2023,EcoFit Smart Bottle,231,10,11,-1,0.0,0,0,95.0,9900.0
7/18/2023,EcoFit Smart Bottle,247,10,11,-1,0.0,0,0,95.0,9900.0
7/19/2023,EcoFit Smart Bottle,250,10,11,-1,0.0,0,0,95.0,9900.0
7/20/2023,EcoFit Smart Bottle,236,10,11,-1,0.0,0,0,95.0,9900.0
7/21/2023,EcoFit Smart Bottle,261,10,11,-1,0.0,0,0,95.0,9900.0
7/22/2023,EcoFit Smart Bottle,251,10,11,-1,0.0,0,0,95.0,9900.0
7/23/2023,EcoFit Smart Bottle,239,10,11,-1,0.0,0,0,95.0,9900.0
7/24/2023,EcoFit Smart Bottle,249,10,11,-1,0.0,0,0,95.0,9900.0
7/25/2023,EcoFit Smart Bottle,227,10,11,-1,0.0,0,0,95.0,9900.0
7/26/2023,EcoFit Smart Bottle,221,10,11,-1,0.0,0,0,95.0,9900.0
7/27/2023,EcoFit Smart Bottle,222,10,11,-1,0.0,0,0,95.0,9900.0
7/28/2023,EcoFit Smart Bottle,242,9,11,-2,0.0,0,0,95.0,9900.0
7/29/2023,EcoFit Smart Bottle,250,8,11,-3,0.0,0,0,95.0,9900.0
7/30/2023,EcoFit Smart Bottle,245,9,11,-2,0.0,0,0,95.0,9900.0
7/31/2023,EcoFit Smart Bottle,0,9,11,-2,0.0,0,0,95.0,9900.0
8/1/2023,EcoFit Smart Bottle,220,9,11,-2,0.0,0,0,95.0,9900.0
8/2/2023,EcoFit Smart Bottle,236,9,11,-2,0.0,0,0,95.0,9900.0
8/3/2023,EcoFit Smart Bottle,250,9,10,-1,0.0,0,0,95.0,9000.0
8/4/2023,EcoFit Smart Bottle,244,10,10,0,0.0,0,0,95.0,9000.0
8/5/2023,EcoFit Smart Bottle,234,10,10,0,0.0,0,0,95.0,9000.0
8/6/2023,EcoFit Smart Bottle,234,10,10,0,0.0,0,0,95.0,9000.0
8/7/2023,EcoFit Smart Bottle,214,10,10,0,0.0,0,0,95.0,9000.0
8/8/2023,EcoFit Smart Bottle,227,10,10,0,0.0,0,0,95.0,9000.0
8/9/2023,EcoFit Smart Bottle,224,10,10,0,0.0,0,0,95.0,9000.0
8/10/2023,EcoFit Smart Bottle,216,10,10,0,0.0,0,0,95.0,9000.0
8/11/2023,EcoFit Smart Bottle,242,10,10,0,0.0,0,0,95.0,9000.0
8/12/2023,EcoFit Smart Bottle,244,10,10,0,0.0,0,0,95.0,9000.0
8/13/2023,EcoFit Smart Bottle,260,10,10,0,0.3,1,1,95.0,9506.25
8/14/2023,EcoFit Smart Bottle,230,10,10,0,0.0,0,0,95.0,9000.0
8/15/2023,EcoFit Smart Bottle,248,10,10,0,0.0,0,0,95.0,9000.0
8/16/2023,EcoFit Smart Bottle,234,10,10,0,0.0,0,0,95.0,9000.0
8/17/2023,EcoFit Smart Bottle,215,10,10,0,0.0,0,0,95.0,9000.0
8/18/2023,EcoFit Smart Bottle,238,10,10,0,0.0,0,0,95.0,9000.0
8/19/2023,EcoFit Smart Bottle,239,10,10,0,0.0,0,0,95.0,9000.0
8/20/2023,EcoFit Smart Bottle,242,10,10,0,0.0,0,0,95.0,9000.0
8/21/2023,EcoFit Smart Bottle,235,10,10,0,0.0,0,0,95.0,9000.0
8/22/2023,EcoFit Smart Bottle,262,10,10,0,0.4,0,0,95.0,9675.0
8/23/2023,EcoFit Smart Bottle,229,10,10,0,0.0,0,0,95.0,9000.0
8/24/2023,EcoFit Smart Bottle,209,10,10,0,0.0,0,0,95.0,9000.0
8/25/2023,EcoFit Smart Bottle,214,10,10,0,0.0,0,0,95.0,9000.0
8/26/2023,EcoFit Smart Bottle,233,9,10,-1,0.0,0,0,95.0,9000.0
8/27/2023,EcoFit Smart Bottle,247,9,10,-1,0.0,0,0,95.0,9000.0
8/28/2023,EcoFit Smart Bottle,203,9,10,-1,0.0,0,0,95.0,9000.0
8/29/2023,EcoFit Smart Bottle,195,9,10,-1,0.0,0,0,95.0,9000.0
8/30/2023,EcoFit Smart Bottle,215,9,10,-1,0.0,0,0,95.0,9000.0
8/31/2023,EcoFit Smart Bottle,219,9,10,-1,0.0,0,0,95.0,9000.0
9/1/2023,EcoFit Smart Bottle,246,9,10,-1,0.0,0,0,95.0,9000.0
9/2/2023,EcoFit Smart Bottle,234,9,10,-1,0.0,0,0,95.0,9000.0
9/3/2023,EcoFit Smart Bottle,208,9,10,-1,0.0,0,0,95.0,9000.0
9/4/2023,EcoFit Smart Bottle,210,9,10,-1,0.0,0,0,95.0,9000.0
9/5/2023,EcoFit Smart Bottle,207,9,10,-1,0.0,0,0,95.0,9000.0
9/6/2023,EcoFit Smart Bottle,206,9,10,-1,0.0,0,0,95.0,9000.0
9/7/2023,EcoFit Smart Bottle,247,9,10,-1,0.0,0,0,95.0,9000.0
9/8/2023,EcoFit Smart Bottle,237,9,10,-1,0.0,0,0,95.0,9000.0
9/9/2023,EcoFit Smart Bottle,230,9,10,-1,0.0,0,0,95.0,9000.0
9/10/2023,EcoFit Smart Bottle,221,9,10,-1,0.0,0,0,95.0,9000.0
9/11/2023,EcoFit Smart Bottle,207,9,10,-1,0.0,0,0,95.0,9000.0
9/12/2023,EcoFit Smart Bottle,195,9,9,0,0.0,0,0,95.0,8100.0
9/13/2023,EcoFit Smart Bottle,178,9,9,0,0.0,0,0,95.0,8100.0
9/14/2023,EcoFit Smart Bottle,210,9,9,0,0.0,0,0,95.0,8100.0
9/15/2023,EcoFit Smart Bottle,221,9,9,0,0.0,0,0,95.0,8100.0
9/16/2023,EcoFit Smart Bottle,231,9,9,0,0.2,0,0,95.0,8403.75
9/17/2023,EcoFit Smart Bottle,228,9,9,0,0.1,0,0,95.0,8251.88
9/18/2023,EcoFit Smart Bottle,187,9,9,0,0.0,0,0,95.0,8100.0
9/19/2023,EcoFit Smart Bottle,237,9,9,0,0.4,1,1,95.0,8707.5
9/20/2023,EcoFit Smart Bottle,210,9,9,0,0.0,0,0,95.0,8100.0
9/21/2023,EcoFit Smart Bottle,191,9,9,0,0.0,0,0,95.0,8100.0
9/22/2023,EcoFit Smart Bottle,207,9,9,0,0.0,0,0,95.0,8100.0
9/23/2023,EcoFit Smart Bottle,230,9,9,0,0.2,0,0,95.0,8403.75
9/24/2023,EcoFit Smart Bottle,232,9,9,0,0.2,1,1,95.0,8403.75
9/25/2023,EcoFit Smart Bottle,187,9,9,0,0.0,0,0,95.0,8100.0
9/26/2023,EcoFit Smart Bottle,190,9,9,0,0.0,0,0,95.0,8100.0
9/27/2023,EcoFit Smart Bottle,196,9,9,0,0.0,0,0,95.0,8100.0
9/28/2023,EcoFit Smart Bottle,182,9,9,0,0.0,0,0,95.0,8100.0
9/29/2023,EcoFit Smart Bottle,241,9,9,0,0.6,0,0,95.0,9011.25
9/30/2023,EcoFit Smart Bottle,238,9,9,0,0.5,0,0,95.0,8859.38
10/1/2023,EcoFit Smart Bottle,266,9,9,0,1.5,0,0,95.0,10378.12
10/2/2023,EcoFit Smart Bottle,204,9,9,0,0.0,0,0,95.0,8100.0
10/3/2023,EcoFit Smart Bottle,178,9,9,0,0.0,0,0,95.0,8100.0
10/4/2023,EcoFit Smart Bottle,197,9,9,0,0.0,0,0,95.0,8100.0
10/5/2023,EcoFit Smart Bottle,199,9,9,0,0.0,0,0,95.0,8100.0
10/6/2023,EcoFit Smart Bottle,204,8,9,-1,0.0,0,0,95.0,8100.0
10/7/2023,EcoFit Smart Bottle,215,8,9,-1,0.0,0,0,95.0,8100.0
10/8/2023,EcoFit Smart Bottle,206,9,9,0,0.0,0,0,95.0,8100.0
10/9/2023,EcoFit Smart Bottle,199,9,9,0,0.0,0,0,95.0,8100.0
10/10/2023,EcoFit Smart Bottle,165,9,9,0,0.0,0,0,95.0,8100.0
10/11/2023,EcoFit Smart Bottle,219,9,9,0,0.0,0,0,95.0,8100.0
10/12/2023,EcoFit Smart Bottle,203,9,9,0,0.0,0,0,95.0,8100.0
10/13/2023,EcoFit Smart Bottle,204,9,9,0,0.0,0,0,95.0,8100.0
10/14/2023,EcoFit Smart Bottle,216,9,9,0,0.0,0,0,95.0,8100.0
10/15/2023,EcoFit Smart Bottle,214,8,9,-1,0.0,0,0,95.0,8100.0
10/16/2023,EcoFit Smart Bottle,181,8,9,-1,0.0,0,0,95.0,8100.0
10/17/2023,EcoFit Smart Bottle,181,8,9,-1,0.0,0,0,95.0,8100.0
10/18/2023,EcoFit Smart Bottle,177,8,9,-1,0.0,0,0,95.0,8100.0
10/19/2023,EcoFit Smart Bottle,160,8,9,-1,0.0,0,0,95.0,8100.0
10/20/2023,EcoFit Smart Bottle,193,8,9,-1,0.0,0,0,95.0,8100.0
10/21/2023,EcoFit Smart Bottle,228,8,9,-1,0.1,0,0,95.0,8251.88
10/22/2023,EcoFit Smart Bottle,213,8,9,-1,0.0,0,0,95.0,8100.0
10/23/2023,EcoFit Smart Bottle,193,9,9,0,0.0,0,0,95.0,8100.0
10/24/2023,EcoFit Smart Bottle,227,9,9,0,0.1,0,0,95.0,8251.88
10/25/2023,EcoFit Smart Bottle,172,8,9,-1,0.0,0,0,95.0,8100.0
10/26/2023,EcoFit Smart Bottle,177,8,9,-1,0.0,0,0,95.0,8100.0
10/27/2023,EcoFit Smart Bottle,197,8,9,-1,0.0,0,0,95.0,8100.0
10/28/2023,EcoFit Smart Bottle,196,8,9,-1,0.0,0,0,95.0,8100.0
10/29/2023,EcoFit Smart Bottle,188,8,9,-1,0.0,0,0,95.0,8100.0
10/30/2023,EcoFit Smart Bottle,182,8,9,-1,0.0,0,0,95.0,8100.0
