Date,Product,DayOfWeek,UnitsSold,UnitPrice,Revenue,MarketingSpend,CompetitorPriceIndex,WebSearchInterest,IsPromo,IsHoliday,Day,Month,Quarter,WeekOfYear,MarketingSpend_lag1,WebSearchInterest_lag2,UnitsSold_roll_mean_7,UnitsSold_roll_std_7,UnitsSold_roll_mean_30,UnitsSold_roll_std_30
2023-03-09,EcoFit Smart Bottle,3,197,250,49250,5208.79,105.4,62.3,0,0,9,3,1,10,2563.7,56.5,208.2857143,12.53946152,201.5,17.04304894
2023-03-10,EcoFit Smart Bottle,4,225,250,56250,2298.2,105.4,54,0,0,10,3,1,10,5208.79,61.6,213,11.56143013,202.9,17.19532815
2023-03-11,EcoFit Smart Bottle,5,215,250,53750,5947.55,105.9,64,0,0,11,3,1,10,2298.2,62.3,212.7142857,11.47045895,204.1666667,16.61134497
2023-03-12,EcoFit Smart Bottle,6,226,250,56500,19459.24,105.6,89.4,0,0,12,3,1,10,5947.55,54,213.7142857,12.37893756,205.0333333,17.05868842
2023-03-13,EcoFit Smart Bottle,0,273,250,68250,2794.86,104.4,58.3,0,0,13,3,1,11,19459.24,64,224.4285714,23.74768159,207.6666667,20.95040668
2023-03-14,EcoFit Smart Bottle,1,205,250,51250,2022.09,103.9,60.2,0,0,14,3,1,11,2794.86,89.4,221.7142857,24.86439413,207.6,20.95578268
2023-03-15,EcoFit Smart Bottle,2,207,250,51750,5261.85,104.1,62.6,0,0,15,3,1,11,2022.09,58.3,221.1428571,25.19542664,207.8666667,20.89338013
2023-03-16,EcoFit Smart Bottle,3,214,250,53500,4827.43,105.5,60.5,0,0,16,3,1,11,5261.85,60.2,223.5714286,23.22252601,208.8666667,20.42434878
2023-03-17,EcoFit Smart Bottle,4,226,250,56500,4916.03,104.7,57.1,0,0,17,3,1,11,4827.43,62.6,223.7142857,23.23585079,210.5,19.73575436
2023-03-18,EcoFit Smart Bottle,5,249,250,62250,5085.08,103.9,66.1,0,0,18,3,1,11,4916.03,60.5,228.5714286,24.62286974,211.2333333,20.75253758
2023-03-19,EcoFit Smart Bottle,6,245,250,61250,2296.18,103,59.5,0,0,19,3,1,11,5085.08,57.1,231.2857143,25.32926032,212.7,21.54410072
2023-03-20,EcoFit Smart Bottle,0,204,250,51000,3433.86,102,54.3,0,0,20,3,1,12,2296.18,66.1,221.4285714,19.03380451,212.4333333,21.6024956
2023-03-21,EcoFit Smart Bottle,1,201,250,50250,2463.48,102.8,62.6,0,0,21,3,1,12,3433.86,59.5,220.8571429,19.6589977,212.2,21.68966065
2023-03-22,EcoFit Smart Bottle,2,198,250,49500,5452.41,103.7,58.6,0,0,22,3,1,12,2463.48,54.3,219.5714286,20.9670944,212.7333333,21.11043758
2023-03-23,EcoFit Smart Bottle,3,224,250,56000,4493.19,103.8,68,0,0,23,3,1,12,5452.41,62.6,221,20.86464314,213.1333333,21.20951857
2023-03-24,EcoFit Smart Bottle,4,233,250,58250,3323.59,103.5,64.1,0,0,24,3,1,12,4493.19,58.6,222,21.30727575,214.4666667,21.15742852
2023-03-25,EcoFit Smart Bottle,5,241,250,60250,2254.23,104.6,60.8,0,0,25,3,1,12,3323.59,68,220.8571429,19.7773319,215.8666667,21.48573437
2023-03-26,EcoFit Smart Bottle,6,233,250,58250,3243.93,104.7,59,0,0,26,3,1,12,2254.23,64.1,219.1428571,17.75226344,216.1,21.63705315
2023-03-27,EcoFit Smart Bottle,0,226,250,56500,3300.73,105.3,64,0,0,27,3,1,13,3243.93,60.8,222.2857143,16.52991516,216.1333333,21.65200211
2023-03-28,EcoFit Smart Bottle,1,211,250,52750,4918.42,105,69.9,0,0,28,3,1,13,3300.73,59,223.7142857,14.71636601,215.2,21.23172642
2023-03-29,EcoFit Smart Bottle,2,224,250,56000,4550.23,105,66.9,0,0,29,3,1,13,4918.42,64,227.4285714,9.501879513,216.7,20.14798698
2023-03-30,EcoFit Smart Bottle,3,214,250,53500,5548.85,104.3,62.8,0,0,30,3,1,13,4550.23,69.9,226,10.77032961,217.2666667,19.81106158
2023-03-31,EcoFit Smart Bottle,4,218,250,54500,3888.86,104.7,64.3,0,0,31,3,1,13,5548.85,66.9,223.8571429,10.63686313,218.6333333,18.2935514
2023-04-01,EcoFit Smart Bottle,5,248,250,62000,2478.38,104.8,66,0,0,1,4,2,13,3888.86,62.8,224.8571429,12.65475631,220.6,18.16893901
2023-04-02,EcoFit Smart Bottle,6,233,250,58250,4852.98,104.2,76.2,0,0,2,4,2,13,2478.38,64.3,224.8571429,12.65475631,221.9666667,17.47211243
2023-04-03,EcoFit Smart Bottle,0,223,250,55750,5043.14,103.7,64.7,0,0,3,4,2,14,4852.98,66,224.4285714,12.66039945,222.1666667,17.44762277
2023-04-04,EcoFit Smart Bottle,1,231,250,57750,4245.11,104.7,68.6,0,0,4,4,2,14,5043.14,76.2,227.2857143,11.30949875,222.5666667,17.50996432
2023-04-05,EcoFit Smart Bottle,2,222,250,55500,5083.87,105.9,71.8,0,0,5,4,2,14,4245.11,64.7,227,11.43095213,223.3666667,16.88599365
2023-04-06,EcoFit Smart Bottle,3,241,250,60250,3975.18,105.7,60,0,0,6,4,2,14,5083.87,68.6,230.8571429,10.85400957,223.9333333,17.19048119
2023-04-07,EcoFit Smart Bottle,4,240,250,60000,4090.93,105.8,73.3,0,0,7,4,2,14,3975.18,71.8,234,9.626352719,224.9,17.25338547
2023-04-08,EcoFit Smart Bottle,5,243,250,60750,3710.16,106,58.5,0,0,8,4,2,14,4090.93,60,233.2857143,8.538428538,226.4333333,16.72430264
2023-04-09,EcoFit Smart Bottle,6,257,250,64250,2101.68,106.1,64.8,0,0,9,4,2,14,3710.16,73.3,236.7142857,12.36546651,227.5,17.62590179
2023-04-10,EcoFit Smart Bottle,0,241,250,60250,2431.57,105.1,63.1,1,0,10,4,2,15,2101.68,58.5,239.2857143,10.81225055,228.3666667,17.6292925
2023-04-11,EcoFit Smart Bottle,1,209,250,52250,2125.72,105.4,61.3,0,0,11,4,2,15,2431.57,64.8,236.1428571,15.71017262,227.8,17.97776404
2023-04-12,EcoFit Smart Bottle,2,209,250,52250,4545.64,104.1,78.8,0,0,12,4,2,15,2125.72,63.1,234.2857143,18.22739957,225.6666667,16.13164235
2023-04-13,EcoFit Smart Bottle,3,224,250,56000,3257.42,103.7,62.1,0,0,13,4,2,15,4545.64,61.3,231.8571429,18.31600913,226.3,15.65831276
2023-04-14,EcoFit Smart Bottle,4,242,250,60500,4034.28,104,63.7,0,0,14,4,2,15,3257.42,78.8,232.1428571,18.47907439,227.4666667,15.47352206
2023-04-15,EcoFit Smart Bottle,5,290,250,72500,5630.27,104.3,75.3,1,0,15,4,2,15,4034.28,62.1,238.8571429,28.7600914,230,19.00997923
2023-04-16,EcoFit Smart Bottle,6,260,250,65000,2997.17,103.8,67.3,0,0,16,4,2,15,5630.27,63.7,239.2857143,29.09590055,231.1333333,19.76191624
2023-04-17,EcoFit Smart Bottle,0,227,250,56750,3641.53,103.6,71.3,0,0,17,4,2,16,2997.17,75.3,237.2857143,29.4375853,230.4,19.48226426
2023-04-18,EcoFit Smart Bottle,1,210,250,52500,5022.2,103.2,68.4,0,0,18,4,2,16,3641.53,67.3,237.4285714,29.27944184,229.2333333,19.62525349
2023-04-19,EcoFit Smart Bottle,2,232,250,58000,2915.19,103.2,65.3,0,0,19,4,2,16,5022.2,71.3,240.7142857,26.737703,230.1666667,19.04094197
2023-04-20,EcoFit Smart Bottle,3,233,250,58250,2307.92,103.1,72.1,0,0,20,4,2,16,2915.19,68.4,242,26.00640947,231.2333333,18.22972815
2023-04-21,EcoFit Smart Bottle,4,230,250,57500,3159.01,103.5,60.2,0,0,21,4,2,16,2307.92,65.3,240.2857143,26.3989538,232.3,17.12056638
2023-04-22,EcoFit Smart Bottle,5,254,250,63500,9271.85,103.2,76.2,0,0,22,4,2,16,3159.01,72.1,235.1428571,16.89604067,233.3,17.49118004
2023-04-23,EcoFit Smart Bottle,6,279,250,69750,5718.79,103.5,73.7,0,0,23,4,2,16,9271.85,60.2,237.8571429,22.2368206,234.8333333,19.37841553
2023-04-24,EcoFit Smart Bottle,0,241,250,60250,5232.48,103.8,67.9,0,0,24,4,2,17,5718.79,76.2,239.8571429,21.72117685,234.8333333,19.37841553
2023-04-25,EcoFit Smart Bottle,1,226,250,56500,4533.62,103.9,64.7,0,0,25,4,2,17,5232.48,73.7,242.1428571,18.68536478,234.6,19.44328623
2023-04-26,EcoFit Smart Bottle,2,234,250,58500,20164.58,103.7,100,0,0,26,4,2,17,4533.62,67.9,242.4285714,18.51897354,234.8666667,19.37601314
2023-04-27,EcoFit Smart Bottle,3,280,250,70000,5214.69,103.8,75.8,0,0,27,4,2,17,20164.58,64.7,249.1428571,22.60109563,237.1666667,20.50749793
2023-04-28,EcoFit Smart Bottle,4,260,250,65000,2746.28,104.3,63.6,0,0,28,4,2,17,5214.69,100,253.4285714,21.16488556,238.3666667,20.76217272
2023-04-29,EcoFit Smart Bottle,5,257,250,64250,5570.24,104.8,69.2,0,0,29,4,2,17,2746.28,75.8,253.8571429,21.20871339,239.8,20.50466726
2023-04-30,EcoFit Smart Bottle,6,267,250,66750,4157.37,105.9,64.1,0,0,30,4,2,17,5570.24,63.6,252.1428571,19.23043223,241.4333333,20.65927751
2023-05-01,EcoFit Smart Bottle,0,239,250,59750,5229.76,105.3,68.1,0,0,1,5,2,18,4157.37,69.2,251.8571429,19.43732296,241.1333333,20.62595174
2023-05-02,EcoFit Smart Bottle,1,239,250,59750,5584.37,105,75.8,0,0,2,5,2,18,5229.76,64.1,253.7142857,17.02658985,241.3333333,20.5733898
2023-05-03,EcoFit Smart Bottle,2,257,250,64250,3272.01,104,66.2,0,0,3,5,2,18,5584.37,68.1,257,14.6401275,242.4666667,20.46482825
2023-05-04,EcoFit Smart Bottle,3,236,250,59000,2440.21,104.6,60.2,0,0,4,5,2,18,3272.01,75.8,250.7142857,12.39239398,242.6333333,20.38844049
2023-05-05,EcoFit Smart Bottle,4,241,250,60250,2911.74,104.4,66.6,0,0,5,5,2,18,2440.21,66.2,248,12.09683154,243.2666667,20.01711911
2023-05-06,EcoFit Smart Bottle,5,250,250,62500,12347.23,104.5,89.5,0,0,6,5,2,18,2911.74,60.2,247,11.50362262,243.5666667,20.04939303
2023-05-07,EcoFit Smart Bottle,6,282,250,70500,5272.06,104.2,67.3,0,0,7,5,2,18,12347.23,66.6,249.1428571,16.26272396,244.9666667,21.22373969
2023-05-08,EcoFit Smart Bottle,0,251,250,62750,5442.92,104,63.9,0,0,8,5,2,19,5272.06,89.5,250.8571429,15.63573441,245.2333333,21.24842117
2023-05-09,EcoFit Smart Bottle,1,238,250,59500,2027.81,104.7,74.7,0,0,9,5,2,19,5442.92,67.3,250.7142857,15.76614818,244.6,21.16861698
2023-05-10,EcoFit Smart Bottle,2,227,250,56750,4042.99,105.1,61,0,0,10,5,2,19,2027.81,63.9,246.4285714,17.72810521,244.1333333,21.40372725
2023-05-11,EcoFit Smart Bottle,3,263,250,65750,3669.64,105.1,65.4,0,0,11,5,2,19,4042.99,74.7,250.2857143,18.01586602,245.9333333,20.60286778
2023-05-12,EcoFit Smart Bottle,4,240,250,60000,2888.43,105.5,66.9,0,0,12,5,2,19,3669.64,61,250.1428571,18.10551087,246.9666667,19.43066069
2023-05-13,EcoFit Smart Bottle,5,256,250,64000,2479.46,106,63.6,0,0,13,5,2,19,2888.43,65.4,251,18.23915203,248.0333333,18.99996975
2023-05-14,EcoFit Smart Bottle,6,252,250,63000,3350.46,105.8,66.4,0,0,14,5,2,19,2479.46,66.9,246.7142857,12.29788987,248.3666667,18.97817864
2023-05-15,EcoFit Smart Bottle,0,239,250,59750,5771.64,104.9,74.5,0,0,15,5,2,20,3350.46,63.6,245,12.4365054,246.6666667,17.33311229
2023-05-16,EcoFit Smart Bottle,1,246,250,61500,9999.29,104.3,68.2,0,0,16,5,2,20,5771.64,66.4,246.1428571,12.04752494,246.2,17.14924347
2023-05-17,EcoFit Smart Bottle,2,275,250,68750,4075.16,103.5,62,0,0,17,5,2,20,9999.29,74.5,253,12.9614814,247.8,17.53105619
2023-05-18,EcoFit Smart Bottle,3,223,250,55750,4812.08,104.2,70.1,0,0,18,5,2,20,4075.16,68.2,247.2857143,16.22461387,248.2333333,16.70573582
2023-05-19,EcoFit Smart Bottle,4,234,250,58500,3454.52,105,65.2,0,0,19,5,2,20,4812.08,62,246.4285714,16.82118845,248.3,16.64259181
2023-05-20,EcoFit Smart Bottle,5,262,250,65500,5887.13,106,72.7,0,0,20,5,2,20,3454.52,70.1,247.2857143,17.52820856,249.2666667,16.56530095
2023-05-21,EcoFit Smart Bottle,6,279,250,69750,5849.79,104.8,73.2,0,0,21,5,2,20,5887.13,65.2,251.1428571,21.30280554,250.9,17.00983488
2023-05-22,EcoFit Smart Bottle,0,241,250,60250,3007.13,105.4,55.8,0,0,22,5,2,21,5849.79,72.7,251.4285714,21.12547548,250.4666667,17.09352233
2023-05-23,EcoFit Smart Bottle,1,212,250,53000,3988.99,106.7,74.7,0,0,23,5,2,21,3007.13,73.2,246.5714286,25.94132574,248.2333333,17.60619666
2023-05-24,EcoFit Smart Bottle,2,240,250,60000,3203.51,107.4,64.3,0,0,24,5,2,21,3988.99,55.8,241.5714286,22.72192145,248.2,17.62130372
2023-05-25,EcoFit Smart Bottle,3,245,250,61250,3139.36,106.1,62.4,0,0,25,5,2,21,3203.51,74.7,244.7142857,21.19523756,248.8333333,17.13049979
2023-05-26,EcoFit Smart Bottle,4,239,250,59750,2147.55,107.2,65.8,0,0,26,5,2,21,3139.36,64.3,245.4285714,20.855512,249,17.00507024
2023-05-27,EcoFit Smart Bottle,5,248,250,62000,4438.26,107.2,69.9,0,0,27,5,2,21,2147.55,62.4,243.4285714,19.63718533,247.9333333,15.96533601
2023-05-28,EcoFit Smart Bottle,6,258,250,64500,4010.72,107.1,74.5,0,0,28,5,2,21,4438.26,65.8,240.4285714,14.1286605,247.8666667,15.91731509
2023-05-29,EcoFit Smart Bottle,0,246,250,61500,2205.92,107.3,66.3,0,0,29,5,2,22,4010.72,69.9,241.1428571,14.28785698,247.5,15.8261024
2023-05-30,EcoFit Smart Bottle,1,227,250,56750,3114.59,106.7,72.5,0,0,30,5,2,22,2205.92,74.5,243.2857143,9.516902257,246.1666667,15.81157004
2023-05-31,EcoFit Smart Bottle,2,240,250,60000,5633.06,106.7,67.1,0,0,31,5,2,22,3114.59,66.3,243.2857143,9.516902257,246.2,15.79698793
2023-06-01,EcoFit Smart Bottle,3,232,250,58000,2958.25,107.7,67.1,0,0,1,6,2,22,5633.06,72.5,241.4285714,10.35788175,245.9666667,15.95788279
2023-06-02,EcoFit Smart Bottle,4,242,250,60500,2579.58,108,60.1,0,0,2,6,2,22,2958.25,67.1,241.8571429,10.30256556,245.4666667,15.83477912
2023-06-03,EcoFit Smart Bottle,5,253,250,63250,3957.81,108.1,68.9,0,0,3,6,2,22,2579.58,67.1,242.5714286,10.95227743,246.0333333,15.78843604
2023-06-04,EcoFit Smart Bottle,6,259,250,64750,5942.6,108.1,71.8,0,0,4,6,2,22,3957.81,60.1,242.7142857,11.19098276,246.6333333,15.93193136
2023-06-05,EcoFit Smart Bottle,0,250,250,62500,2968.22,107.4,65.6,0,0,5,6,2,23,5942.6,68.9,243.2857143,11.48497984,246.6333333,15.93193136
2023-06-06,EcoFit Smart Bottle,1,243,250,60750,4688.54,107.3,69.1,0,0,6,6,2,23,2968.22,71.8,245.5714286,9.034326074,245.3333333,14.4707394
2023-06-07,EcoFit Smart Bottle,2,269,250,67250,5046.48,106.4,74.2,1,0,7,6,2,23,4688.54,65.6,249.7142857,12.16161017,245.9333333,15.074375
2023-06-08,EcoFit Smart Bottle,3,286,250,71500,2950.55,107,58.3,1,0,8,6,2,23,5046.48,69.1,257.4285714,15.67223812,247.5333333,16.66657471
2023-06-09,EcoFit Smart Bottle,4,256,250,64000,4912.87,105.7,65.7,0,0,9,6,2,23,2950.55,74.2,259.4285714,14.19926222,248.5,16.27087519
2023-06-10,EcoFit Smart Bottle,5,284,250,71000,3471.13,106.2,67.1,0,0,10,6,2,23,4912.87,58.3,263.8571429,16.50685283,249.2,17.33324492
2023-06-11,EcoFit Smart Bottle,6,257,250,64250,4529.22,106.8,63.5,0,0,11,6,2,23,3471.13,65.7,263.5714286,16.62184449,249.7666667,17.29995681
2023-06-12,EcoFit Smart Bottle,0,249,250,62250,4534.12,107.6,69.6,0,0,12,6,2,24,4529.22,67.1,263.4285714,16.7616342,249.5333333,17.26014611
2023-06-13,EcoFit Smart Bottle,1,226,250,56500,4143.1,107.6,68.3,0,0,13,6,2,24,4534.12,63.5,261,20.92844954,248.6666667,17.77703543
2023-06-14,EcoFit Smart Bottle,2,224,250,56000,2361.16,108.2,57.9,0,0,14,6,2,24,4143.1,69.6,254.5714286,24.6431677,248.1666667,18.26261177
2023-06-15,EcoFit Smart Bottle,3,242,250,60500,5341.21,108.1,63.6,0,0,15,6,2,24,2361.16,68.3,248.2857143,20.56464835,248.0333333,18.2935514
2023-06-16,EcoFit Smart Bottle,4,255,250,63750,8819.54,107.3,64.6,0,0,16,6,2,24,5341.21,57.9,248.1428571,20.5055161,247.3666667,17.6292925
2023-06-17,EcoFit Smart Bottle,5,296,250,74000,2746.07,108.3,59.5,0,0,17,6,2,24,8819.54,63.6,249.8571429,24.17594239,249.8,19.12463658
2023-06-18,EcoFit Smart Bottle,6,277,250,69250,2163.1,108.2,64.4,1,0,18,6,2,24,2746.07,64.6,252.7142857,26.25334446,251.2333333,19.50717522
2023-06-19,EcoFit Smart Bottle,0,233,250,58250,4363.57,107.4,69.5,0,0,19,6,2,25,2163.1,59.5,250.4285714,27.30602585,250.2666667,19.67307513
2023-06-20,EcoFit Smart Bottle,1,254,250,63500,4710.26,107.1,70.3,0,0,20,6,2,25,4363.57,64.4,254.4285714,25.0922109,249.4333333,18.92942124
2023-06-21,EcoFit Smart Bottle,2,248,250,62000,2066.35,106.8,60.1,0,0,21,6,2,25,4710.26,69.5,257.8571429,21.64431081,249.6666667,18.86491605
2023-06-22,EcoFit Smart Bottle,3,235,250,58750,4048.37,107.1,67.8,0,0,22,6,2,25,2066.35,70.3,256.8571429,22.63793697,250.4333333,17.71358982
2023-06-23,EcoFit Smart Bottle,4,272,250,68000,2905.98,108.5,67.5,1,0,23,6,2,25,4048.37,60.1,259.2857143,23.30746866,251.5,18.02440874
2023-06-24,EcoFit Smart Bottle,5,250,250,62500,4580.69,108.8,62.5,0,0,24,6,2,25,2905.98,67.8,252.7142857,16.80986105,251.6666667,17.9853069
2023-06-25,EcoFit Smart Bottle,6,277,250,69250,2697.47,108.9,65.6,0,0,25,6,2,25,4580.69,67.5,252.7142857,16.80986105,252.9333333,18.39590159
2023-06-26,EcoFit Smart Bottle,0,229,250,57250,4763.75,110.4,72.3,0,0,26,6,2,26,2697.47,62.5,252.1428571,17.63924197,252.3,18.89197969
2023-06-27,EcoFit Smart Bottle,1,245,250,61250,3546.94,111,64,0,0,27,6,2,26,4763.75,65.6,250.8571429,17.80850519,251.8666667,18.90581617
2023-06-28,EcoFit Smart Bottle,2,228,250,57000,5746.92,111.2,76.1,0,0,28,6,2,26,3546.94,72.3,248,19.83263304,251.2666667,19.37814861
2023-06-29,EcoFit Smart Bottle,3,240,250,60000,2550.08,110.9,62,0,0,29,6,2,26,5746.92,64,248.7142857,19.37106335,251.7,18.95757514
2023-06-30,EcoFit Smart Bottle,4,261,260,67860,3364.27,111.1,61.6,0,0,30,6,2,26,2550.08,76.1,247.1428571,17.52549164,252.4,18.89827578
2023-07-01,EcoFit Smart Bottle,5,259,260,67340,2453.89,111,66.8,0,0,1,7,3,26,3364.27,62,248.4285714,18.09103961,253.3,18.53263664
2023-07-02,EcoFit Smart Bottle,6,262,260,68120,5698.77,111.1,80.5,0,0,2,7,3,26,2453.89,61.6,246.2857143,14.71636601,253.9666667,18.47175539
2023-07-03,EcoFit Smart Bottle,0,249,260,64740,5509.36,111.9,70.3,0,0,3,7,3,27,5698.77,66.8,249.1428571,12.58873268,253.8333333,18.49339739
2023-07-04,EcoFit Smart Bottle,1,236,260,61360,3031.77,111.5,68,0,0,4,7,3,27,5509.36,80.5,247.8571429,13.50837483,253.0666667,18.74683115
2023-07-05,EcoFit Smart Bottle,2,242,260,62920,4639.94,111.9,65.4,0,0,5,7,3,27,3031.77,70.3,249.8571429,10.85400957,252.8,18.84857993
2023-07-06,EcoFit Smart Bottle,3,240,260,62400,5268.89,112.4,62.9,0,0,6,7,3,27,4639.94,68,249.8571429,10.85400957,252.7,18.91022347
2023-07-07,EcoFit Smart Bottle,4,262,260,68120,4220.8,112,67.7,0,0,7,7,3,27,5268.89,65.4,250,11.03026141,252.4666667,18.74462375
2023-07-08,EcoFit Smart Bottle,5,265,260,68900,16149.15,111.5,92.3,0,0,8,7,3,27,4220.8,62.9,250.8571429,12.03368289,251.7666667,17.81840067
